filename,EN,MI,SF,AG,SD,CC,SCD,VIF,MSE,PSNR,Qabf,Nabf,SSIM,MS_SSIM
01344N.png,6.121,3.77,9.55,2.602,32.044,0.558,1.71,1.085,0.011,67.818,0.669,0.013,0.97,0.997
01348N.png,6.325,3.943,10.485,3.048,38.305,0.649,1.775,1.088,0.014,66.645,0.679,0.017,0.982,1.042
01352N.png,6.476,3.895,10.442,3.279,43.038,0.603,1.881,1.12,0.019,65.458,0.667,0.016,0.994,0.988
01356N.png,5.708,3.335,9.616,2.555,31.737,0.663,1.896,1.222,0.009,68.73,0.69,0.011,1.008,1.064
01360N.png,5.267,2.95,7.573,1.945,20.191,0.726,1.818,1.107,0.003,73.193,0.625,0.012,1.001,1.128
01364N.png,5.925,3.499,7.05,2.17,24.107,0.643,1.861,1.1,0.006,70.308,0.613,0.014,0.982,1.046
01368N.png,6.333,4.317,6.638,2.132,26.017,0.551,1.887,1.219,0.01,68.214,0.626,0.015,0.975,1.066
01372N.png,5.644,3.429,6.684,1.855,28.96,0.551,1.834,1.238,0.008,69.142,0.637,0.008,0.986,1.05
01376N.png,6.41,3.909,8.045,2.6,29.616,0.604,1.877,1.059,0.011,67.581,0.63,0.019,0.996,1.025
01380D.png,7.354,5.355,19.39,6.628,57.692,0.566,1.468,0.957,0.062,60.19,0.768,0.022,0.944,0.948
01384D.png,7.49,5.685,20.609,6.9,66.515,0.607,1.109,0.972,0.085,58.811,0.78,0.021,0.923,0.958
01388D.png,7.53,5.627,19.896,6.632,55.883,0.576,1.057,0.985,0.067,59.894,0.777,0.019,0.959,0.977
01392D.png,7.352,6.083,15.991,5.564,52.927,0.499,1.01,1.009,0.082,58.973,0.788,0.021,0.951,0.987
01396D.png,7.46,5.878,14.539,4.932,65.278,0.579,1.702,1.032,0.064,60.085,0.773,0.016,0.948,0.952
01401D.png,7.383,5.579,17.643,6.404,52.351,0.523,1.29,0.975,0.049,61.233,0.781,0.025,0.954,0.987
01405D.png,6.735,4.5,15.224,4.258,63.462,0.588,1.517,0.903,0.046,61.512,0.667,0.022,0.926,0.939
01409D.png,6.317,4.223,11.699,3.257,32.282,0.579,1.537,0.859,0.015,66.264,0.666,0.023,0.832,0.903
01413D.png,7.308,5.984,15.677,5.281,44.979,0.368,1.283,1.007,0.064,60.097,0.777,0.024,0.963,0.991
01417D.png,7.482,6.201,15.582,5.543,50.825,0.383,0.991,0.989,0.079,59.141,0.743,0.039,0.937,0.989
01423D.png,7.492,6.27,13.489,4.267,56.947,0.471,1.255,1.035,0.092,58.515,0.724,0.025,0.962,0.991
01427D.png,7.415,5.734,16.224,5.421,49.621,0.522,1.13,1.011,0.084,58.889,0.766,0.026,0.968,1.014
01431D.png,7.493,5.26,15.366,5.025,51.706,0.544,1.357,0.991,0.052,60.949,0.746,0.021,0.949,0.983
01435D.png,7.337,5.404,13.691,4.297,57.36,0.628,1.353,1.014,0.04,62.141,0.662,0.032,0.976,1.121
